,Model,model,train_mae,train_rmse,test_mae,test_rmse
0,LinearRegression_Open_30,LinearRegression(),63.955185497885736,103.64186425191278,61.67685245047058,107.8936126736215
1,Ridge_Open_30,Ridge(),63.95518552177017,103.6418642519128,61.6768524673301,107.89361277523474
2,Lasso_Open_30,Lasso(),122.2033834833478,190.203215207733,119.41295184186734,190.9015239266701
3,RandomForest_Open_30,RandomForestRegressor(),25.66006258840173,42.06654239139002,65.31190143084272,108.37274991037174
4,GradientBoosting_Open_30,GradientBoostingRegressor(),61.82848045976981,90.39853100295994,76.9943311786649,120.89357135771824
5,SVR_Open_30,SVR(),3639.5347345134196,5524.98437277291,3534.855911737116,5355.596784589889
6,KNN_Open_30,KNeighborsRegressor(),51.31176096181048,83.36492273540678,66.45236883942769,104.91188223164396
7,XGBoost_Open_30,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",35.45575799361988,48.87147867415424,73.1292997278356,121.2869804928701
8,LightGBM_Open_30,LGBMRegressor(verbosity=0),53.8106636466672,78.85264598875223,69.87040758220846,114.12027338865816
9,RNN_Open_30,"<Sequential name=sequential, built=True>",7547.56770295355,9800.166133842142,7031.0307115418345,9374.603586915522
10,LSTM_Open_30,"<Sequential name=sequential_1, built=True>",7820.453125544148,10011.841244132713,7303.916134362152,9580.970223812228
11,GRU_Open_30,"<Sequential name=sequential_2, built=True>",7710.900206732312,9926.50291016091,7194.363215256343,9497.718759025583
12,Bidirectional_LSTM_Open_30,"<Sequential name=sequential_3, built=True>",7722.661515688324,9935.641845542192,7206.124524493437,9506.63085343166
13,LinearRegression_Open_45,LinearRegression(),63.34413744091698,103.22852579329142,68.57222509663464,110.82877201587104
14,Ridge_Open_45,Ridge(),63.344137451735705,103.22852579329142,68.57222516589215,110.82877202319817
15,Lasso_Open_45,Lasso(),131.28152426308674,205.02358230390354,131.22480604710728,205.58687758191382
16,RandomForest_Open_45,RandomForestRegressor(),25.490050062023805,41.77586958299521,69.86402791068568,111.55002833178722
17,GradientBoosting_Open_45,GradientBoostingRegressor(),62.08586545605705,90.53415201382721,79.84778994599932,122.9463702703597
18,SVR_Open_45,SVR(),3622.096723414816,5507.196204903247,3816.3248732436946,5742.741964195233
19,KNN_Open_45,KNeighborsRegressor(),46.41154350522773,74.71966579509186,60.94245614035092,101.56126228287656
20,XGBoost_Open_45,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",32.854723104381954,45.030593325318655,82.64561726693333,135.14963612922955
21,LightGBM_Open_45,LGBMRegressor(verbosity=0),51.81186775434453,75.4420565421687,73.1019397160438,118.51703265935951
22,RNN_Open_45,"<Sequential name=sequential_4, built=True>",7499.401300139683,9747.305546511698,7631.698376163075,9986.217261975708
23,LSTM_Open_45,"<Sequential name=sequential_5, built=True>",7744.7046683695935,9937.2730639926,7877.001744337554,10174.91383605492
24,GRU_Open_45,"<Sequential name=sequential_6, built=True>",7654.989801116246,9867.513081405805,7787.286877139638,10105.619822926385
25,Bidirectional_LSTM_Open_45,"<Sequential name=sequential_7, built=True>",7673.196208967783,9881.643870715776,7805.493285091224,10119.656144857365
26,LinearRegression_Open_60,LinearRegression(),64.11197945014715,103.71755293322252,62.23859376602417,105.4112888177808
27,Ridge_Open_60,Ridge(),64.11197945823623,103.71755293322258,62.23859368819826,105.41128870834217
28,Lasso_Open_60,Lasso(),149.23126487612643,230.24170935335238,127.89389047561187,201.98032963306406
29,RandomForest_Open_60,RandomForestRegressor(),25.436090691064212,41.9673969163981,67.67778594249216,108.28166030569332
30,GradientBoosting_Open_60,GradientBoostingRegressor(),62.54873039886301,90.8853908791437,75.01363687861927,115.95973076217439
31,SVR_Open_60,SVR(),3667.4614877614454,5557.244006591206,3495.647660196491,5194.275115532561
32,KNN_Open_60,KNeighborsRegressor(),44.41798543258129,71.75206276895909,59.09813099041528,92.7504150925495
33,XGBoost_Open_60,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",32.480663476978876,43.845725655962134,77.80403561333114,129.3299532029063
34,LightGBM_Open_60,LGBMRegressor(verbosity=0),50.802767506715135,73.25213446655906,72.26057934982255,120.78923975492194
35,RNN_Open_60,"<Sequential name=sequential_8, built=True>",7573.323105472654,9831.152213756937,7097.075338559868,9322.711600466671
36,LSTM_Open_60,"<Sequential name=sequential_9, built=True>",7832.388741153806,10032.080760376926,7356.140974241019,9521.41183108833
37,GRU_Open_60,"<Sequential name=sequential_10, built=True>",7705.608475345701,9933.414969963324,7229.360708432913,9423.806527986175
38,Bidirectional_LSTM_Open_60,"<Sequential name=sequential_11, built=True>",7767.9682640516185,9981.866654983614,7291.720497028972,9471.729568060939
39,LinearRegression_Open_90,LinearRegression(),64.35457731318377,104.01202051928564,61.91965250437576,100.30884103966902
40,Ridge_Open_90,Ridge(),64.35457730053987,104.01202051928563,61.91965256553549,100.30884098556749
41,Lasso_Open_90,Lasso(),158.4847432881869,242.58449739343365,156.58714186907048,232.7214367302143
42,RandomForest_Open_90,RandomForestRegressor(),25.54231479828646,42.10015637740355,62.782654093097904,101.27089057330754
43,GradientBoosting_Open_90,GradientBoostingRegressor(),62.40974836000048,91.25023188862416,73.28261277841628,111.45806040491267
44,SVR_Open_90,SVR(),3670.5314899385216,5547.262379910266,3562.506596400552,5370.0984549786135
45,KNN_Open_90,KNeighborsRegressor(),44.52387897179581,71.61207225505586,57.85566613162121,88.5452476272305
46,XGBoost_Open_90,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",32.126345580052316,43.375199643102626,75.38937631671345,121.15318180024003
47,LightGBM_Open_90,LGBMRegressor(verbosity=0),49.14771550668814,70.77922271740262,67.18408349087387,99.62254336613401
48,RNN_Open_90,"<Sequential name=sequential_12, built=True>",7590.080231451589,9836.462461768206,7293.6462948917,9544.119682404162
49,LSTM_Open_90,"<Sequential name=sequential_13, built=True>",7799.851944787415,9999.218279515637,7503.418008222013,9705.370989415684
50,GRU_Open_90,"<Sequential name=sequential_14, built=True>",7772.002320284369,9977.509504153824,7475.568383882133,9683.85599305641
51,Bidirectional_LSTM_Open_90,"<Sequential name=sequential_15, built=True>",7750.585409214684,9960.835806187073,7454.151473842271,9667.332535378477
52,LinearRegression_Open_120,LinearRegression(),64.70178600151348,103.9396812674912,61.79841254034239,95.87291300506698
53,Ridge_Open_120,Ridge(),64.70178597275105,103.93968126749125,61.798412448323965,95.87291290842253
54,Lasso_Open_120,Lasso(),166.72922769840298,249.2219363479093,159.76406668194178,252.4277413743936
55,RandomForest_Open_120,RandomForestRegressor(),25.45421874439456,41.468459122860274,63.397167741935625,99.1183249222093
56,GradientBoosting_Open_120,GradientBoostingRegressor(),62.54843269525052,90.5841239117557,71.75162191207201,108.37126782040367
57,SVR_Open_120,SVR(),3676.0414760591498,5542.836096774444,3656.2691861648677,5472.425756479056
58,KNN_Open_120,KNeighborsRegressor(),44.513137219730964,72.34172387025475,57.711048387096795,89.43465596681865
59,XGBoost_Open_120,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",29.70249008767166,39.992088236844694,75.09532955046626,117.91957355349534
60,LightGBM_Open_120,LGBMRegressor(verbosity=0),48.317675107104456,69.29970602612751,65.22191592729058,101.20863575806163
61,RNN_Open_120,"<Sequential name=sequential_16, built=True>",7628.331608932701,9857.59940807673,7303.94485867408,9619.467901850174
62,LSTM_Open_120,"<Sequential name=sequential_17, built=True>",7857.358800127655,10035.881140575155,7532.972049959244,9794.499482872301
63,GRU_Open_120,"<Sequential name=sequential_18, built=True>",7798.963154947735,9990.227687424496,7474.576404694588,9749.65869381033
64,Bidirectional_LSTM_Open_120,"<Sequential name=sequential_19, built=True>",7792.852332760388,9985.45794649909,7468.465583087552,9744.974619900198
65,LinearRegression_Open_150,LinearRegression(),64.1821837932777,101.94538100522584,69.86875922103165,112.0000771752274
66,Ridge_Open_150,Ridge(),64.18218375594269,101.94538100522587,69.86875906873777,112.00007690214088
67,Lasso_Open_150,Lasso(),163.55419276482937,246.6067250389956,165.92156957197176,246.33943875103597
68,RandomForest_Open_150,RandomForestRegressor(),25.303894826964694,41.001829475747485,72.48585251215557,120.41644529007758
69,GradientBoosting_Open_150,GradientBoostingRegressor(),62.39333241984792,89.46582597892402,78.83852970658718,123.53208157799547
70,SVR_Open_150,SVR(),3704.856983275203,5576.702538947682,3514.335293759674,5216.282261640773
71,KNN_Open_150,KNeighborsRegressor(),44.32316330209086,71.67099028398923,61.25421393841165,98.4972049106095
72,XGBoost_Open_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",30.171687452210396,41.115718665046444,78.22759932606111,122.4339888400722
73,LightGBM_Open_150,LGBMRegressor(verbosity=0),47.5040021488585,68.14487174434419,70.94186671570583,114.3659896429236
74,RNN_Open_150,"<Sequential name=sequential_20, built=True>",7668.546281423205,9904.209755942682,7260.085890729461,9429.715287492378
75,LSTM_Open_150,"<Sequential name=sequential_21, built=True>",7918.26556733729,10098.796878262301,7509.805177087026,9623.297617242279
76,GRU_Open_150,"<Sequential name=sequential_22, built=True>",7826.703952633089,10027.166277265744,7418.243562220445,9552.016581810936
77,Bidirectional_LSTM_Open_150,"<Sequential name=sequential_23, built=True>",7798.499760838009,10005.167029651295,7390.0393706879695,9530.129333340095
78,LinearRegression_Open_200,LinearRegression(),64.6493515159418,100.48697381418962,66.63610608376115,123.01245890098701
79,Ridge_Open_200,Ridge(),64.64935147396776,100.48697381418964,66.63610582303379,123.01245857746572
80,Lasso_Open_200,Lasso(),166.77419482474068,247.51964881959634,165.46839946243213,248.4071336514963
81,RandomForest_Open_200,RandomForestRegressor(),25.341589133200134,40.94224376723739,66.57654411764732,120.56120390983492
82,GradientBoosting_Open_200,GradientBoostingRegressor(),63.07935564634217,90.35181497811962,76.41960817451802,126.4632077893441
83,SVR_Open_200,SVR(),3703.6848775015073,5567.2565506205165,3687.771414326279,5429.733413524633
84,KNN_Open_200,KNeighborsRegressor(),44.34861711793571,70.45288055903728,60.8787581699346,102.8373021288983
85,XGBoost_Open_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.564692700465944,38.84558731166815,77.75825289059306,134.35011648457342
86,LightGBM_Open_200,LGBMRegressor(verbosity=0),46.299116712801315,65.32833487925302,68.86283412544364,118.37744872411658
87,RNN_Open_200,"<Sequential name=sequential_24, built=True>",7695.599521131895,9913.659448938803,7576.984940552555,9765.779932409834
88,LSTM_Open_200,"<Sequential name=sequential_25, built=True>",7938.961813003454,10103.737244895654,7820.347232686459,9955.781621814878
89,GRU_Open_200,"<Sequential name=sequential_26, built=True>",7824.1997109924905,10013.815096563376,7705.585130534451,9865.89068924004
90,Bidirectional_LSTM_Open_200,"<Sequential name=sequential_27, built=True>",7796.880393300099,9992.483950341475,7678.265812623265,9844.568184564014
91,LinearRegression_Open_250,LinearRegression(),65.23613170444187,101.56852427586554,68.45857335299132,105.66543253912695
